DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Sí,2. No,0. __mv__,0. __na__,
66021. Cafayate,0. __tot__,17822,15734,2088,,,
66021. Cafayate,1. Mujer,8619,7657,962,,,
66021. Cafayate,2. Mujer trans/travesti,21,18,3,,,
66021. Cafayate,3. Varón,8065,7066,999,,,
66021. Cafayate,4. Varón trans/masculinidad trans,14,12,2,,,
66021. Cafayate,5. No binario,4,2,2,,,
66021. Cafayate,6. Otra identidad/ninguna de las anteriores,9,7,2,,,
66021. Cafayate,7. Prefiero no contestar,13,13,,,,
66021. Cafayate,9. Ignorado,1077,959,118,,,
66028. Capital,0. __tot__,624003,570269,53734,,,
66028. Capital,1. Mujer,297771,273391,24380,,,
66028. Capital,2. Mujer trans/travesti,797,718,79,,,
66028. Capital,3. Varón,270168,246804,23364,,,
66028. Capital,4. Varón trans/masculinidad trans,825,725,100,,,
66028. Capital,5. No binario,438,392,46,,,
66028. Capital,6. Otra identidad/ninguna de las anteriores,414,366,48,,,
66028. Capital,7. Prefiero no contestar,944,862,82,,,
66028. Capital,9. Ignorado,52646,47011,5635,,,
66035. Cerrillos,0. __tot__,55713,49269,6444,,,
66035. Cerrillos,1. Mujer,26986,24048,2938,,,
66035. Cerrillos,2. Mujer trans/travesti,55,43,12,,,
66035. Cerrillos,3. Varón,25914,22819,3095,,,
66035. Cerrillos,4. Varón trans/masculinidad trans,63,52,11,,,
66035. Cerrillos,5. No binario,21,19,2,,,
66035. Cerrillos,6. Otra identidad/ninguna de las anteriores,12,10,2,,,
66035. Cerrillos,7. Prefiero no contestar,44,32,12,,,
66035. Cerrillos,9. Ignorado,2618,2246,372,,,
66042. Chicoana,0. __tot__,24715,20858,3857,,,
66042. Chicoana,1. Mujer,11983,10253,1730,,,
66042. Chicoana,2. Mujer trans/travesti,29,25,4,,,
66042. Chicoana,3. Varón,11501,9620,1881,,,
66042. Chicoana,4. Varón trans/masculinidad trans,20,14,6,,,
66042. Chicoana,5. No binario,8,8,,,,
66042. Chicoana,6. Otra identidad/ninguna de las anteriores,7,5,2,,,
66042. Chicoana,7. Prefiero no contestar,15,14,1,,,
66042. Chicoana,9. Ignorado,1152,919,233,,,
66049. General Güemes,0. __tot__,55746,46842,8904,,,
66049. General Güemes,1. Mujer,24452,20865,3587,,,
66049. General Güemes,2. Mujer trans/travesti,74,63,11,,,
66049. General Güemes,3. Varón,23435,19659,3776,,,
66049. General Güemes,4. Varón trans/masculinidad trans,96,80,16,,,
66049. General Güemes,5. No binario,39,27,12,,,
66049. General Güemes,6. Otra identidad/ninguna de las anteriores,48,36,12,,,
66049. General Güemes,7. Prefiero no contestar,50,38,12,,,
66049. General Güemes,9. Ignorado,7552,6074,1478,,,
66056. General José de San Martín,0. __tot__,177448,132486,44962,,,
66056. General José de San Martín,1. Mujer,84814,64262,20552,,,
66056. General José de San Martín,2. Mujer trans/travesti,206,146,60,,,
66056. General José de San Martín,3. Varón,81298,60143,21155,,,
66056. General José de San Martín,4. Varón trans/masculinidad trans,174,127,47,,,
66056. General José de San Martín,5. No binario,46,32,14,,,
66056. General José de San Martín,6. Otra identidad/ninguna de las anteriores,52,34,18,,,
66056. General José de San Martín,7. Prefiero no contestar,125,102,23,,,
66056. General José de San Martín,9. Ignorado,10733,7640,3093,,,
66063. Guachipas,0. __tot__,3491,2456,1035,,,
66063. Guachipas,1. Mujer,1519,1101,418,,,
66063. Guachipas,2. Mujer trans/travesti,5,5,,,,
66063. Guachipas,3. Varón,1607,1057,550,,,
66063. Guachipas,4. Varón trans/masculinidad trans,2,1,1,,,
66063. Guachipas,5. No binario,2,2,,,,
66063. Guachipas,9. Ignorado,356,290,66,,,
66070. Iruya,0. __tot__,6116,3975,2141,,,
66070. Iruya,1. Mujer,2509,1715,794,,,
66070. Iruya,2. Mujer trans/travesti,13,8,5,,,
66070. Iruya,3. Varón,2405,1615,790,,,
66070. Iruya,4. Varón trans/masculinidad trans,26,10,16,,,
66070. Iruya,5. No binario,14,6,8,,,
66070. Iruya,6. Otra identidad/ninguna de las anteriores,19,7,12,,,
66070. Iruya,7. Prefiero no contestar,34,21,13,,,
66070. Iruya,9. Ignorado,1096,593,503,,,
66077. La Caldera,0. __tot__,12246,10932,1314,,,
66077. La Caldera,1. Mujer,5817,5263,554,,,
66077. La Caldera,2. Mujer trans/travesti,7,7,,,,
66077. La Caldera,3. Varón,5847,5171,676,,,
66077. La Caldera,4. Varón trans/masculinidad trans,13,9,4,,,
66077. La Caldera,5. No binario,25,23,2,,,
66077. La Caldera,6. Otra identidad/ninguna de las anteriores,13,11,2,,,
66077. La Caldera,7. Prefiero no contestar,23,18,5,,,
66077. La Caldera,9. Ignorado,501,430,71,,,
66084. La Candelaria,0. __tot__,7182,5821,1361,,,
66084. La Candelaria,1. Mujer,2893,2418,475,,,
66084. La Candelaria,2. Mujer trans/travesti,13,10,3,,,
66084. La Candelaria,3. Varón,2934,2348,586,,,
66084. La Candelaria,4. Varón trans/masculinidad trans,5,4,1,,,
66084. La Candelaria,5. No binario,4,3,1,,,
66084. La Candelaria,6. Otra identidad/ninguna de las anteriores,2,,2,,,
66084. La Candelaria,7. Prefiero no contestar,3,3,,,,
66084. La Candelaria,9. Ignorado,1328,1035,293,,,
66091. La Poma,0. __tot__,1789,1084,705,,,
66091. La Poma,1. Mujer,917,536,381,,,
66091. La Poma,3. Varón,832,528,304,,,
66091. La Poma,7. Prefiero no contestar,2,1,1,,,
66091. La Poma,9. Ignorado,38,19,19,,,
66098. La Viña,0. __tot__,8888,7602,1286,,,
66098. La Viña,1. Mujer,4308,3770,538,,,
66098. La Viña,2. Mujer trans/travesti,10,8,2,,,
66098. La Viña,3. Varón,4163,3505,658,,,
66098. La Viña,4. Varón trans/masculinidad trans,7,5,2,,,
66098. La Viña,5. No binario,1,1,,,,
66098. La Viña,6. Otra identidad/ninguna de las anteriores,2,2,,,,
66098. La Viña,7. Prefiero no contestar,1,1,,,,
66098. La Viña,9. Ignorado,396,310,86,,,
66105. Los Andes,0. __tot__,7182,6127,1055,,,
66105. Los Andes,1. Mujer,3523,3056,467,,,
66105. Los Andes,2. Mujer trans/travesti,5,4,1,,,
66105. Los Andes,3. Varón,3442,2888,554,,,
66105. Los Andes,4. Varón trans/masculinidad trans,2,2,,,,
66105. Los Andes,5. No binario,1,,1,,,
66105. Los Andes,7. Prefiero no contestar,8,7,1,,,
66105. Los Andes,9. Ignorado,201,170,31,,,
66112. Metán,0. __tot__,48028,40196,7832,,,
66112. Metán,1. Mujer,21398,18255,3143,,,
66112. Metán,2. Mujer trans/travesti,82,64,18,,,
66112. Metán,3. Varón,20862,17234,3628,,,
66112. Metán,4. Varón trans/masculinidad trans,103,90,13,,,
66112. Metán,5. No binario,53,43,10,,,
66112. Metán,6. Otra identidad/ninguna de las anteriores,62,52,10,,,
66112. Metán,7. Prefiero no contestar,70,56,14,,,
66112. Metán,9. Ignorado,5398,4402,996,,,
66119. Molinos,0. __tot__,5808,4643,1165,,,
66119. Molinos,1. Mujer,2879,2328,551,,,
66119. Molinos,2. Mujer trans/travesti,9,8,1,,,
66119. Molinos,3. Varón,2791,2199,592,,,
66119. Molinos,5. No binario,1,1,,,,
66119. Molinos,6. Otra identidad/ninguna de las anteriores,1,1,,,,
66119. Molinos,9. Ignorado,127,106,21,,,
66126. Orán,0. __tot__,159715,124720,34995,,,
66126. Orán,1. Mujer,72776,57712,15064,,,
66126. Orán,2. Mujer trans/travesti,243,184,59,,,
66126. Orán,3. Varón,70552,54792,15760,,,
66126. Orán,4. Varón trans/masculinidad trans,179,121,58,,,
66126. Orán,5. No binario,62,42,20,,,
66126. Orán,6. Otra identidad/ninguna de las anteriores,80,61,19,,,
66126. Orán,7. Prefiero no contestar,185,112,73,,,
66126. Orán,9. Ignorado,15638,11696,3942,,,
66133. Rivadavia,0. __tot__,38062,15427,22635,,,
66133. Rivadavia,1. Mujer,18162,7637,10525,,,
66133. Rivadavia,2. Mujer trans/travesti,48,8,40,,,
66133. Rivadavia,3. Varón,18473,7309,11164,,,
66133. Rivadavia,4. Varón trans/masculinidad trans,14,9,5,,,
66133. Rivadavia,5. No binario,2,2,,,,
66133. Rivadavia,6. Otra identidad/ninguna de las anteriores,4,2,2,,,
66133. Rivadavia,7. Prefiero no contestar,8,2,6,,,
66133. Rivadavia,9. Ignorado,1351,458,893,,,
66140. Rosario de la Frontera,0. __tot__,33750,26828,6922,,,
66140. Rosario de la Frontera,1. Mujer,16175,12987,3188,,,
66140. Rosario de la Frontera,2. Mujer trans/travesti,48,30,18,,,
66140. Rosario de la Frontera,3. Varón,15481,12220,3261,,,
66140. Rosario de la Frontera,4. Varón trans/masculinidad trans,11,8,3,,,
66140. Rosario de la Frontera,5. No binario,7,6,1,,,
66140. Rosario de la Frontera,6. Otra identidad/ninguna de las anteriores,8,7,1,,,
66140. Rosario de la Frontera,7. Prefiero no contestar,17,15,2,,,
66140. Rosario de la Frontera,9. Ignorado,2003,1555,448,,,
66147. Rosario de Lerma,0. __tot__,50961,43399,7562,,,
66147. Rosario de Lerma,1. Mujer,23922,20476,3446,,,
66147. Rosario de Lerma,2. Mujer trans/travesti,71,54,17,,,
66147. Rosario de Lerma,3. Varón,23120,19563,3557,,,
66147. Rosario de Lerma,4. Varón trans/masculinidad trans,38,33,5,,,
66147. Rosario de Lerma,5. No binario,24,17,7,,,
66147. Rosario de Lerma,6. Otra identidad/ninguna de las anteriores,20,18,2,,,
66147. Rosario de Lerma,7. Prefiero no contestar,70,62,8,,,
66147. Rosario de Lerma,9. Ignorado,3696,3176,520,,,
66154. San Carlos,0. __tot__,7779,6129,1650,,,
66154. San Carlos,1. Mujer,3601,2875,726,,,
66154. San Carlos,2. Mujer trans/travesti,14,9,5,,,
66154. San Carlos,3. Varón,3597,2837,760,,,
66154. San Carlos,4. Varón trans/masculinidad trans,9,5,4,,,
66154. San Carlos,5. No binario,6,5,1,,,
66154. San Carlos,7. Prefiero no contestar,5,5,,,,
66154. San Carlos,9. Ignorado,547,393,154,,,
66161. Santa Victoria,0. __tot__,9411,5160,4251,,,
66161. Santa Victoria,1. Mujer,3937,2249,1688,,,
66161. Santa Victoria,2. Mujer trans/travesti,15,10,5,,,
66161. Santa Victoria,3. Varón,3852,2172,1680,,,
66161. Santa Victoria,4. Varón trans/masculinidad trans,27,15,12,,,
66161. Santa Victoria,5. No binario,10,4,6,,,
66161. Santa Victoria,6. Otra identidad/ninguna de las anteriores,9,4,5,,,
66161. Santa Victoria,7. Prefiero no contestar,21,11,10,,,
66161. Santa Victoria,9. Ignorado,1540,695,845,,,
70007. Albardón,0. __tot__,31281,27008,4273,,,
70007. Albardón,1. Mujer,14445,12535,1910,,,
70007. Albardón,2. Mujer trans/travesti,44,37,7,,,
70007. Albardón,3. Varón,14058,12121,1937,,,
70007. Albardón,4. Varón trans/masculinidad trans,34,23,11,,,
70007. Albardón,5. No binario,12,10,2,,,
70007. Albardón,6. Otra identidad/ninguna de las anteriores,9,6,3,,,
70007. Albardón,7. Prefiero no contestar,23,19,4,,,
70007. Albardón,9. Ignorado,2656,2257,399,,,
70014. Angaco,0. __tot__,10172,8819,1353,,,
70014. Angaco,1. Mujer,4571,4031,540,,,
70014. Angaco,2. Mujer trans/travesti,18,15,3,,,
70014. Angaco,3. Varón,4553,3966,587,,,
70014. Angaco,4. Varón trans/masculinidad trans,18,16,2,,,
70014. Angaco,5. No binario,3,3,,,,
70014. Angaco,6. Otra identidad/ninguna de las anteriores,3,3,,,,
70014. Angaco,7. Prefiero no contestar,7,4,3,,,
70014. Angaco,9. Ignorado,999,781,218,,,
70021. Calingasta,0. __tot__,10667,8969,1698,,,
70021. Calingasta,1. Mujer,4864,4127,737,,,
70021. Calingasta,2. Mujer trans/travesti,8,5,3,,,
70021. Calingasta,3. Varón,5117,4282,835,,,
70021. Calingasta,4. Varón trans/masculinidad trans,12,10,2,,,
70021. Calingasta,5. No binario,9,8,1,,,
70021. Calingasta,6. Otra identidad/ninguna de las anteriores,5,2,3,,,
70021. Calingasta,7. Prefiero no contestar,16,11,5,,,
70021. Calingasta,9. Ignorado,636,524,112,,,
70028. Capital,0. __tot__,114849,105461,9388,,,
70028. Capital,1. Mujer,54497,50103,4394,,,
70028. Capital,2. Mujer trans/travesti,160,139,21,,,
70028. Capital,3. Varón,47981,44349,3632,,,
70028. Capital,4. Varón trans/masculinidad trans,291,252,39,,,
70028. Capital,5. No binario,171,158,13,,,
70028. Capital,6. Otra identidad/ninguna de las anteriores,116,104,12,,,
70028. Capital,7. Prefiero no contestar,270,252,18,,,
70028. Capital,9. Ignorado,11363,10104,1259,,,
70035. Caucete,0. __tot__,44017,36861,7156,,,
70035. Caucete,1. Mujer,20458,17253,3205,,,
70035. Caucete,2. Mujer trans/travesti,63,51,12,,,
70035. Caucete,3. Varón,19710,16492,3218,,,
70035. Caucete,4. Varón trans/masculinidad trans,43,31,12,,,
70035. Caucete,5. No binario,9,7,2,,,
70035. Caucete,6. Otra identidad/ninguna de las anteriores,13,7,6,,,
70035. Caucete,7. Prefiero no contestar,16,14,2,,,
70035. Caucete,9. Ignorado,3705,3006,699,,,
70042. Chimbas,0. __tot__,103772,90277,13495,,,
70042. Chimbas,1. Mujer,47267,41408,5859,,,
70042. Chimbas,2. Mujer trans/travesti,132,111,21,,,
70042. Chimbas,3. Varón,44357,38704,5653,,,
70042. Chimbas,4. Varón trans/masculinidad trans,100,78,22,,,
70042. Chimbas,5. No binario,42,32,10,,,
70042. Chimbas,6. Otra identidad/ninguna de las anteriores,25,19,6,,,
70042. Chimbas,7. Prefiero no contestar,54,45,9,,,
70042. Chimbas,9. Ignorado,11795,9880,1915,,,
70049. Iglesia,0. __tot__,8826,7354,1472,,,
70049. Iglesia,1. Mujer,4031,3399,632,,,
70049. Iglesia,2. Mujer trans/travesti,5,4,1,,,
70049. Iglesia,3. Varón,4126,3419,707,,,
70049. Iglesia,4. Varón trans/masculinidad trans,5,5,,,,
70049. Iglesia,5. No binario,6,4,2,,,
70049. Iglesia,6. Otra identidad/ninguna de las anteriores,5,5,,,,
70049. Iglesia,7. Prefiero no contestar,8,6,2,,,
70049. Iglesia,9. Ignorado,640,512,128,,,
70056. Jáchal,0. __tot__,25269,21390,3879,,,
70056. Jáchal,1. Mujer,11781,10150,1631,,,
70056. Jáchal,2. Mujer trans/travesti,36,30,6,,,
70056. Jáchal,3. Varón,11331,9582,1749,,,
70056. Jáchal,4. Varón trans/masculinidad trans,36,26,10,,,
70056. Jáchal,5. No binario,2,1,1,,,
70056. Jáchal,6. Otra identidad/ninguna de las anteriores,8,5,3,,,
70056. Jáchal,7. Prefiero no contestar,17,11,6,,,
70056. Jáchal,9. Ignorado,2058,1585,473,,,
70063. 9 de Julio,0. __tot__,12498,10603,1895,,,
70063. 9 de Julio,1. Mujer,5457,4630,827,,,
70063. 9 de Julio,2. Mujer trans/travesti,27,23,4,,,
70063. 9 de Julio,3. Varón,5451,4621,830,,,
70063. 9 de Julio,4. Varón trans/masculinidad trans,19,16,3,,,
70063. 9 de Julio,5. No binario,12,10,2,,,
70063. 9 de Julio,6. Otra identidad/ninguna de las anteriores,12,10,2,,,
70063. 9 de Julio,7. Prefiero no contestar,21,18,3,,,
70063. 9 de Julio,9. Ignorado,1499,1275,224,,,
70070. Pocito,0. __tot__,72879,63508,9371,,,
70070. Pocito,1. Mujer,33026,28896,4130,,,
70070. Pocito,2. Mujer trans/travesti,119,102,17,,,
70070. Pocito,3. Varón,31797,27662,4135,,,
70070. Pocito,4. Varón trans/masculinidad trans,121,100,21,,,
70070. Pocito,5. No binario,33,30,3,,,
70070. Pocito,6. Otra identidad/ninguna de las anteriores,58,47,11,,,
70070. Pocito,7. Prefiero no contestar,60,54,6,,,
70070. Pocito,9. Ignorado,7665,6617,1048,,,
70077. Rawson,0. __tot__,136582,121769,14813,,,
70077. Rawson,1. Mujer,63917,57359,6558,,,
70077. Rawson,2. Mujer trans/travesti,167,134,33,,,
70077. Rawson,3. Varón,59655,53160,6495,,,
70077. Rawson,4. Varón trans/masculinidad trans,206,174,32,,,
70077. Rawson,5. No binario,85,67,18,,,
70077. Rawson,6. Otra identidad/ninguna de las anteriores,108,92,16,,,
70077. Rawson,7. Prefiero no contestar,207,161,46,,,
70077. Rawson,9. Ignorado,12237,10622,1615,,,
70084. Rivadavia,0. __tot__,101334,91869,9465,,,
70084. Rivadavia,1. Mujer,45922,41862,4060,,,
70084. Rivadavia,2. Mujer trans/travesti,113,100,13,,,
70084. Rivadavia,3. Varón,42098,38276,3822,,,
70084. Rivadavia,4. Varón trans/masculinidad trans,269,242,27,,,
70084. Rivadavia,5. No binario,90,85,5,,,
70084. Rivadavia,6. Otra identidad/ninguna de las anteriores,110,97,13,,,
70084. Rivadavia,7. Prefiero no contestar,175,144,31,,,
70084. Rivadavia,9. Ignorado,12557,11063,1494,,,
70091. San Martín,0. __tot__,15037,12892,2145,,,
70091. San Martín,1. Mujer,6836,5920,916,,,
70091. San Martín,2. Mujer trans/travesti,17,17,,,,
70091. San Martín,3. Varón,6809,5810,999,,,
70091. San Martín,4. Varón trans/masculinidad trans,9,6,3,,,
70091. San Martín,5. No binario,3,1,2,,,
70091. San Martín,6. Otra identidad/ninguna de las anteriores,17,11,6,,,
70091. San Martín,7. Prefiero no contestar,14,11,3,,,
70091. San Martín,9. Ignorado,1332,1116,216,,,
70098. Santa Lucía,0. __tot__,62697,55947,6750,,,
70098. Santa Lucía,1. Mujer,26181,23658,2523,,,
70098. Santa Lucía,2. Mujer trans/travesti,117,99,18,,,
70098. Santa Lucía,3. Varón,24052,21662,2390,,,
70098. Santa Lucía,4. Varón trans/masculinidad trans,164,141,23,,,
70098. Santa Lucía,5. No binario,49,44,5,,,
70098. Santa Lucía,6. Otra identidad/ninguna de las anteriores,68,58,10,,,
70098. Santa Lucía,7. Prefiero no contestar,113,100,13,,,
70098. Santa Lucía,9. Ignorado,11953,10185,1768,,,
70105. Sarmiento,0. __tot__,27188,23318,3870,,,
70105. Sarmiento,1. Mujer,12463,10775,1688,,,
70105. Sarmiento,2. Mujer trans/travesti,32,30,2,,,
70105. Sarmiento,3. Varón,12770,10917,1853,,,
70105. Sarmiento,4. Varón trans/masculinidad trans,23,14,9,,,
70105. Sarmiento,5. No binario,4,3,1,,,
70105. Sarmiento,6. Otra identidad/ninguna de las anteriores,8,7,1,,,
70105. Sarmiento,7. Prefiero no contestar,22,21,1,,,
70105. Sarmiento,9. Ignorado,1866,1551,315,,,
70112. Ullum,0. __tot__,6454,5508,946,,,
70112. Ullum,1. Mujer,2934,2515,419,,,
70112. Ullum,2. Mujer trans/travesti,9,8,1,,,
70112. Ullum,3. Varón,3025,2565,460,,,
70112. Ullum,4. Varón trans/masculinidad trans,8,7,1,,,
70112. Ullum,7. Prefiero no contestar,6,5,1,,,
70112. Ullum,9. Ignorado,472,408,64,,,
70119. Valle Fértil,0. __tot__,8425,6960,1465,,,
70119. Valle Fértil,1. Mujer,3859,3243,616,,,
70119. Valle Fértil,2. Mujer trans/travesti,9,7,2,,,
70119. Valle Fértil,3. Varón,3831,3134,697,,,
70119. Valle Fértil,4. Varón trans/masculinidad trans,11,8,3,,,
70119. Valle Fértil,5. No binario,1,1,,,,
70119. Valle Fértil,6. Otra identidad/ninguna de las anteriores,5,4,1,,,
70119. Valle Fértil,7. Prefiero no contestar,10,7,3,,,
70119. Valle Fértil,9. Ignorado,699,556,143,,,
70126. 25 de Mayo,0. __tot__,20824,16729,4095,,,
70126. 25 de Mayo,1. Mujer,9538,7700,1838,,,
70126. 25 de Mayo,2. Mujer trans/travesti,37,35,2,,,
70126. 25 de Mayo,3. Varón,9628,7663,1965,,,
70126. 25 de Mayo,4. Varón trans/masculinidad trans,55,38,17,,,
70126. 25 de Mayo,5. No binario,6,6,,,,
70126. 25 de Mayo,6. Otra identidad/ninguna de las anteriores,5,3,2,,,
70126. 25 de Mayo,7. Prefiero no contestar,7,7,,,,
70126. 25 de Mayo,9. Ignorado,1548,1277,271,,,
70133. Zonda,0. __tot__,6674,5983,691,,,
70133. Zonda,1. Mujer,3055,2754,301,,,
70133. Zonda,2. Mujer trans/travesti,6,6,,,,
70133. Zonda,3. Varón,3072,2738,334,,,
70133. Zonda,4. Varón trans/masculinidad trans,5,3,2,,,
70133. Zonda,5. No binario,4,4,,,,
70133. Zonda,6. Otra identidad/ninguna de las anteriores,8,6,2,,,
70133. Zonda,7. Prefiero no contestar,9,7,2,,,
70133. Zonda,9. Ignorado,515,465,50,,,
74007. Ayacucho,0. __tot__,23653,20590,3063,,,
74007. Ayacucho,1. Mujer,10086,8942,1144,,,
74007. Ayacucho,2. Mujer trans/travesti,36,28,8,,,
74007. Ayacucho,3. Varón,9827,8499,1328,,,
74007. Ayacucho,4. Varón trans/masculinidad trans,44,32,12,,,
74007. Ayacucho,5. No binario,23,13,10,,,
74007. Ayacucho,6. Otra identidad/ninguna de las anteriores,19,12,7,,,
74007. Ayacucho,7. Prefiero no contestar,34,27,7,,,
74007. Ayacucho,9. Ignorado,3584,3037,547,,,
74014. Belgrano,0. __tot__,5575,4512,1063,,,
74014. Belgrano,1. Mujer,2279,1903,376,,,
74014. Belgrano,2. Mujer trans/travesti,8,7,1,,,
74014. Belgrano,3. Varón,2527,2003,524,,,
74014. Belgrano,4. Varón trans/masculinidad trans,12,12,,,,
74014. Belgrano,5. No binario,2,1,1,,,
74014. Belgrano,6. Otra identidad/ninguna de las anteriores,12,9,3,,,
74014. Belgrano,7. Prefiero no contestar,5,3,2,,,
74014. Belgrano,9. Ignorado,730,574,156,,,
74021. Coronel Pringles,0. __tot__,16044,14124,1920,,,
74021. Coronel Pringles,1. Mujer,7223,6446,777,,,
74021. Coronel Pringles,2. Mujer trans/travesti,18,14,4,,,
74021. Coronel Pringles,3. Varón,7340,6421,919,,,
74021. Coronel Pringles,4. Varón trans/masculinidad trans,18,15,3,,,
74021. Coronel Pringles,5. No binario,10,9,1,,,
74021. Coronel Pringles,6. Otra identidad/ninguna de las anteriores,8,8,,,,
74021. Coronel Pringles,7. Prefiero no contestar,23,21,2,,,
74021. Coronel Pringles,9. Ignorado,1404,1190,214,,,
74028. Chacabuco,0. __tot__,26522,24050,2472,,,
74028. Chacabuco,1. Mujer,11591,10635,956,,,
74028. Chacabuco,2. Mujer trans/travesti,46,38,8,,,
74028. Chacabuco,3. Varón,11390,10311,1079,,,
74028. Chacabuco,4. Varón trans/masculinidad trans,73,66,7,,,
74028. Chacabuco,5. No binario,33,27,6,,,
74028. Chacabuco,6. Otra identidad/ninguna de las anteriores,30,26,4,,,
74028. Chacabuco,7. Prefiero no contestar,49,44,5,,,
74028. Chacabuco,9. Ignorado,3310,2903,407,,,
74035. General Pedernera,0. __tot__,148671,137452,11219,,,
74035. General Pedernera,1. Mujer,68620,63834,4786,,,
74035. General Pedernera,2. Mujer trans/travesti,192,168,24,,,
74035. General Pedernera,3. Varón,64936,60081,4855,,,
74035. General Pedernera,4. Varón trans/masculinidad trans,187,163,24,,,
74035. General Pedernera,5. No binario,99,87,12,,,
74035. General Pedernera,6. Otra identidad/ninguna de las anteriores,91,74,17,,,
74035. General Pedernera,7. Prefiero no contestar,225,208,17,,,
74035. General Pedernera,9. Ignorado,14321,12837,1484,,,
74042. Gobernador Dupuy,0. __tot__,14334,12880,1454,,,
74042. Gobernador Dupuy,1. Mujer,6232,5696,536,,,
74042. Gobernador Dupuy,2. Mujer trans/travesti,19,18,1,,,
74042. Gobernador Dupuy,3. Varón,6517,5828,689,,,
74042. Gobernador Dupuy,4. Varón trans/masculinidad trans,17,16,1,,,
74042. Gobernador Dupuy,5. No binario,14,12,2,,,
74042. Gobernador Dupuy,6. Otra identidad/ninguna de las anteriores,10,8,2,,,
74042. Gobernador Dupuy,7. Prefiero no contestar,13,11,2,,,
74042. Gobernador Dupuy,9. Ignorado,1512,1291,221,,,
74049. Junín,0. __tot__,40289,37010,3279,,,
74049. Junín,1. Mujer,18957,17509,1448,,,
74049. Junín,2. Mujer trans/travesti,53,49,4,,,
74049. Junín,3. Varón,18004,16467,1537,,,
74049. Junín,4. Varón trans/masculinidad trans,56,53,3,,,
74049. Junín,5. No binario,31,31,,,,
74049. Junín,6. Otra identidad/ninguna de las anteriores,23,20,3,,,
74049. Junín,7. Prefiero no contestar,110,92,18,,,
74049. Junín,9. Ignorado,3055,2789,266,,,
74056. Juan Martín de Pueyrredón,0. __tot__,260769,241795,18974,,,
74056. Juan Martín de Pueyrredón,1. Mujer,119055,110926,8129,,,
74056. Juan Martín de Pueyrredón,2. Mujer trans/travesti,334,304,30,,,
74056. Juan Martín de Pueyrredón,3. Varón,110630,102731,7899,,,
74056. Juan Martín de Pueyrredón,4. Varón trans/masculinidad trans,469,428,41,,,
74056. Juan Martín de Pueyrredón,5. No binario,303,284,19,,,
74056. Juan Martín de Pueyrredón,6. Otra identidad/ninguna de las anteriores,218,190,28,,,
74056. Juan Martín de Pueyrredón,7. Prefiero no contestar,467,424,43,,,
74056. Juan Martín de Pueyrredón,9. Ignorado,29293,26508,2785,,,
74063. Libertador General San Martín,0. __tot__,4691,3515,1176,,,
74063. Libertador General San Martín,1. Mujer,1932,1541,391,,,
74063. Libertador General San Martín,2. Mujer trans/travesti,4,3,1,,,
74063. Libertador General San Martín,3. Varón,2156,1552,604,,,
74063. Libertador General San Martín,4. Varón trans/masculinidad trans,6,2,4,,,
74063. Libertador General San Martín,5. No binario,2,,2,,,
74063. Libertador General San Martín,6. Otra identidad/ninguna de las anteriores,3,3,,,,
74063. Libertador General San Martín,7. Prefiero no contestar,2,2,,,,
74063. Libertador General San Martín,9. Ignorado,586,412,174,,,
78007. Corpen Aike,0. __tot__,15035,14238,797,,,
78007. Corpen Aike,1. Mujer,7040,6713,327,,,
78007. Corpen Aike,2. Mujer trans/travesti,14,14,,,,
78007. Corpen Aike,3. Varón,6825,6470,355,,,
78007. Corpen Aike,4. Varón trans/masculinidad trans,20,17,3,,,
78007. Corpen Aike,5. No binario,13,12,1,,,
78007. Corpen Aike,6. Otra identidad/ninguna de las anteriores,5,5,,,,
78007. Corpen Aike,7. Prefiero no contestar,48,46,2,,,
78007. Corpen Aike,9. Ignorado,1070,961,109,,,
78014. Deseado,0. __tot__,126266,118910,7356,,,
78014. Deseado,1. Mujer,58586,55532,3054,,,
78014. Deseado,2. Mujer trans/travesti,185,165,20,,,
78014. Deseado,3. Varón,58161,54710,3451,,,
78014. Deseado,4. Varón trans/masculinidad trans,364,333,31,,,
78014. Deseado,5. No binario,131,122,9,,,
78014. Deseado,6. Otra identidad/ninguna de las anteriores,88,85,3,,,
78014. Deseado,7. Prefiero no contestar,240,209,31,,,
78014. Deseado,9. Ignorado,8511,7754,757,,,
78021. Güer Aike,0. __tot__,137309,131545,5764,,,
78021. Güer Aike,1. Mujer,63775,61369,2406,,,
78021. Güer Aike,2. Mujer trans/travesti,196,182,14,,,
78021. Güer Aike,3. Varón,61427,58877,2550,,,
78021. Güer Aike,4. Varón trans/masculinidad trans,314,293,21,,,
78021. Güer Aike,5. No binario,164,155,9,,,
78021. Güer Aike,6. Otra identidad/ninguna de las anteriores,137,125,12,,,
78021. Güer Aike,7. Prefiero no contestar,287,268,19,,,
78021. Güer Aike,9. Ignorado,11009,10276,733,,,
78028. Lago Argentino,0. __tot__,25384,24113,1271,,,
78028. Lago Argentino,1. Mujer,11767,11239,528,,,
78028. Lago Argentino,2. Mujer trans/travesti,39,33,6,,,
78028. Lago Argentino,3. Varón,11535,10956,579,,,
78028. Lago Argentino,4. Varón trans/masculinidad trans,63,58,5,,,
78028. Lago Argentino,5. No binario,40,31,9,,,
78028. Lago Argentino,6. Otra identidad/ninguna de las anteriores,24,22,2,,,
